,2016S46,2016S47,2016S48,2016S49,2016S50,2016S51,2016S52,2017S01,2017S02,2017S03,2017S04,2017S05,2017S06,2017S07,2017S08,2017S09,2017S10,2017S11,2017S12,2017S13,2017S14,2017S15,2017S16,2017S17,2017S18,2017S19,2017S20,2017S21,2017S22,2017S23,2017S24,2017S25,2017S26,2017S27,2017S28,2017S29,2017S30,2017S31,2017S32,2017S33,2017S34,2017S35,2017S36,2017S37,2017S38,2017S39,2017S40,2017S41,2017S42,2017S43,2017S44,2017S45,2017S46,2017S47,2017S48,2017S49,2017S50,2017S51,2017S52,2018S01,2018S02,2018S03,2018S04,2018S05,2018S06,2018S07,2018S08,2018S09,2018S10,2018S11,2018S12,2018S13,2018S14,2018S15,2018S16,2018S17,2018S18,2018S19,2018S20,2018S21,2018S22,2018S23,2018S24,2018S25,2018S26,2018S27,2018S28,2018S29,2018S30,2018S31,2018S32,2018S33,2018S34,2018S35,2018S36,2018S37,2018S38,2018S39,2018S40,2018S41,2018S42,2018S43,2018S44,2018S45,2018S46,2018S47,2018S48,2018S49,2018S50,2018S51,2018S52,2019S01,2019S02,2019S03,2019S04,2019S05,2019S06,2019S07,2019S08,2019S09,2019S10,2019S11,2019S12,2019S13,2019S14,2019S15,2019S16,2019S17,2019S18,2019S19,2019S20,2019S21,2019S22,2019S23,2019S24,2019S25,2019S26,2019S27,2019S28,2019S29,2019S30,2019S31,2019S32,2019S33,2019S34,2019S35,2019S36,2019S37,2019S38,2019S39,2019S40,2019S41,2019S42,2019S43,2019S44,2019S45,2019S46,2019S47,2019S48,2019S49,2019S50,2019S51,2019S52,2020S01,2020S02,2020S03,2020S04,2020S05,2020S06,2020S07,2020S08
00000016V1,2.1598439999999997,2.331503,2.216984,2.444587,2.531576,2.203289,2.503191,2.583366,2.32464,2.372736,2.303037,2.480809,2.5987299999999998,2.3473349999999997,2.6379200000000003,2.447534,3.029216,2.753851,2.671816,2.828242,3.210287,3.370656,3.26563,3.331096,3.4191830000000003,3.656097,3.6961199999999996,3.99822,3.669686,4.3407849999999994,4.122994,4.8017970000000005,5.423128,5.391609,6.331716,6.385372,7.408083,8.468624,9.105775999999999,8.312125,8.200792999999999,6.837332000000001,6.046988,6.285543,5.2650559999999995,5.019486,5.614103,5.964396,5.122968,5.686176000000001,5.335177,4.870705,4.897158,4.959023,5.338744999999999,4.928733,4.735142,5.4732970000000005,5.35579,4.988997,4.575622,5.588289,4.995373000000001,6.148415,4.659304,5.465888,4.916396,4.696675,4.312235,5.681366000000001,4.992104,5.976005000000001,5.388484,5.799519,6.148052,7.026308,6.786154,7.043502,5.7169620000000005,6.494492,6.082421,6.637581,7.59865,6.9840990000000005,8.658531,9.265646,10.761922,11.207206,12.177226,11.261671,11.664661,11.616986,11.574058,9.198863000000001,7.958469,8.345839,6.788881,7.8646,6.480129,6.411112999999999,6.624743,7.078539999999999,8.355862,4.950195,5.254882,5.558675,5.6001129999999995,4.0911480000000005,6.7681949999999995,5.496402,7.274889999999999,6.971652000000001,5.458782,5.368569,6.135708999999999,6.583334,6.624749,4.733911,4.842964,5.094015933666092,5.170579895068127,5.696105700503457,5.289546020748949,5.83909688889655,5.715927851620663,5.981311863061082,6.082811673293867,6.534453657869575,6.438215630360398,6.665144252835779,6.001677325613911,6.521272426509585,6.130733925512799,6.723607375585731,7.074966393795947,7.086784969495593,8.21432851927043,8.481755341205305,9.679539836399952,9.908564193979128,10.884442236848708,10.936402335368783,11.435890489272143,10.994589110536637,10.896758389214424,9.006659146534991,7.970438834190829,8.262459766019376,6.952695725391637,7.346620013288442,6.9304270300844495,7.049680090440232,6.714279463359769,7.201180448835483,7.642678863357871,5.685958236163483,6.0365704151607735,6.1873713637870695,6.263259520817278,5.673596201189807,6.505054367397931,6.192960863593313,6.82242746032365,6.602312357027702,5.851188237450799,6.1526277211461196,6.166137412495905,6.738378298277595,6.275311982335685,5.811047006841519,5.744941239071872
00000017H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.480696,2.756448,3.833846,3.070396,6.4646419999999996,3.3254629999999996,3.094504,3.668132,4.002796,5.096148,4.557109,3.887863,3.941994,4.5311699999999995,4.652547,3.723407,3.966587,3.446501,3.1345110000000003,3.098297,4.276413,2.96465,3.310407,3.547336,4.24563,4.213343,3.514157,3.15332,3.4640910000000003,3.971664,4.284722,3.954771,6.23222,4.510572,3.690262,3.022702,3.4445050000000004,3.5792650000000004,3.383026,3.543246,3.596032,3.3138019999999995,3.7596529999999997,3.142631,3.218282,3.3670430000000002,4.492433999999999,4.695192,4.19243,5.476972,3.864536,4.601911,4.169739,4.387759,4.372033999999999,4.446675,3.99079,4.223832,4.370643,4.782388,5.068294,5.036080999999999,4.678908,5.154199,4.772615,4.890446,4.52909,5.096782,4.358258999999999,3.920755,4.410533999999999,3.645193,3.5596650000000003,4.269228,4.325016000000001,4.402493,4.3113529999999995,3.869505,4.1040779999999994,3.8975839999999997,4.015718,4.193679,4.954337000000001,4.572533,5.251009,4.867845,4.410525,4.914635,4.590708,4.2042209999999995,4.55167,4.602168,4.953144,4.705275,4.707718517002581,4.718960488416514,4.730202459830447,4.74144443124438,4.752686402658313,4.763928374072245,4.7751703454861785,4.786412316900111,4.797654288314044,4.808896259727977,4.820138231141909,4.8313802025558426,4.842622173969775,4.853864145383708,4.865106116797641,4.876348088211573,4.887590059625507,4.898832031039439,4.9100740024533716,4.921315973867305,4.932557945281237,4.943799916695171,4.955041888109103,4.966283859523036,4.977525830936969,4.9887678023509014,5.000009773764835,5.011251745178767,5.0224937165927,5.033735688006633,5.0449776594205655,5.056219630834499,5.067461602248431,5.078703573662364,5.089945545076297,5.10118751649023,5.112429487904162,5.123671459318095,5.134913430732028,5.146155402145961,5.157397373559894,5.168639344973826,5.1798813163877595,5.191123287801692,5.202365259215625,5.213607230629558,5.22484920204349,5.236091173457424,5.247333144871356,5.258575116285289,5.269817087699222,5.281059059113154
00000017V1,0.8845685999999999,1.2115354,1.8304876,2.2382117999999998,2.1958279,1.8777816999999999,2.5303229,1.9381178,1.9288591,1.5956668,1.9432625,2.045548,2.2945027000000002,2.3043823,2.731769,2.2502758,2.4358074,2.164082,2.3215036000000002,2.3278708,2.7480199,3.2619872,4.2631535000000005,3.4280392,3.8800748,3.7624498999999996,3.7931863,5.1396362,4.5718842,5.369608400000001,5.5432654999999995,5.8994335,7.5814688,7.9088532,8.230321,8.9686325,8.4355842,8.0555083,8.2414908,8.174673599999998,8.2762723,7.5399523,7.113333099999999,5.8744013,5.7507121,5.469149900000001,3.9208608,3.2443372000000004,3.6671577000000006,3.5792748999999997,3.1807444,2.6046031000000003,3.4407037000000003,3.2496998,2.7004240000000004,3.0130847999999997,3.5666582,3.2342447999999995,3.1667306,2.9812081000000004,2.9862769,3.5246498,2.9935102000000002,2.6161887999999998,2.7776017000000004,3.0995717000000003,2.7198857000000003,2.9149321,3.600257,5.496542,2.7485442000000004,3.777481,4.6685594,4.0621186,4.5431305,5.0145278,5.3205599999999995,5.576205799999999,5.3969092000000005,5.4955032,5.0641372,6.3696401,6.741115700000001,6.936200500000001,8.3459328,9.776263199999999,9.4712175,9.0210806,8.7678491,9.2488694,10.242123300000001,9.9589555,9.4237906,8.845687,7.3332584,6.0187885,6.0633515,5.7355585,4.756707700000001,4.7416852,4.2876,4.6595767,4.6811919,3.9492214,3.6335612999999998,2.9185574,3.6541417999999997,4.6144444,5.1652352,4.8234762,4.845603700000001,4.8972111,4.431216,6.9220948,5.173833599999999,6.1154471,4.752836900000001,4.9764067,5.1759956,3.723672565636903,4.151591762589152,4.957006941087103,3.6552313899468123,4.166614602313604,4.816040515662093,4.763605157712096,5.49841138697246,5.310132199702279,5.682564757820469,5.744759973957652,5.663423705253126,6.378626518754872,5.871466737282174,6.915182123551526,7.179539289226602,7.446634349934792,8.98365596707941,9.85331388387443,9.851983527792129,9.986184009731717,9.58280927425855,9.622696719963708,10.201379289010548,10.015100393160525,9.786681233085563,9.117486409523439,8.135637951061096,6.846281010563753,6.793747079868926,6.475810246441038,5.198733486238687,4.839268517369134,4.809852656605304,4.938163796196942,4.736223094064945,4.069227012498237,4.25396910653682,4.045954420093733,4.299488692773512,4.845540961500059,5.186145870625801,4.842871894210673,5.033626928854577,4.780896308964019,4.614435800651312,5.504348269988936,4.8525723868702,5.067815353172874,4.7442858888561625,4.924078376529762,5.000089604369533
00000018H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235417,5.536637000000001,5.240043,5.443980000000001,4.9812129999999994,4.9867360000000005,4.259703,4.987623999999999,5.2723,4.9701319999999996,4.64305,4.919486,5.008168,4.529772,5.292066999999999,5.764922,5.394803,5.960173,5.655145,4.903196,3.6093550000000003,4.081322,3.312547,3.9023849999999998,4.156292,3.880844,3.9967910000000004,3.7116510000000003,4.553844000000001,4.253633,4.00866,4.3613230000000005,4.134964,3.7330900000000002,5.2717279999999995,4.030139,4.98495,5.924956,4.45907,5.101454,5.778115000000001,4.858778,5.3372150000000005,5.253976000000001,5.636451,7.112410000000001,5.961543,5.352685,6.1824650000000005,5.321175,5.345878,6.116376,7.0350399999999995,6.21017,6.341462128476058,6.369632074782545,6.397802021089032,6.425971967395519,6.454141913702006,6.482311860008493,6.5104818063149805,6.538651752621468,6.566821698927955,6.594991645234442,6.623161591540929,6.651331537847416,6.679501484153903,6.70767143046039,6.735841376766878,6.7640113230733645,6.792181269379852,6.820351215686339,6.848521161992826,6.876691108299314,6.9048610546058,6.933031000912288,6.961200947218774,6.989370893525262,7.017540839831749,7.045710786138236,7.0738807324447235,7.10205067875121,7.130220625057698,7.158390571364184,7.186560517670672,7.214730463977158,7.242900410283646,7.271070356590133,7.29924030289662,7.3274102492031075,7.355580195509594,7.383750141816082,7.411920088122569,7.440090034429056,7.468259980735543,7.49642992704203,7.524599873348517,7.552769819655005,7.580939765961491,7.609109712267978,7.637279658574466,7.665449604880953,7.69361955118744,7.721789497493927,7.749959443800414,7.778129390106901
00000018H7,3.7707980000000005,3.545976,4.0011779999999995,4.184583,4.1689940000000005,4.915241,4.863074,3.6658089999999994,3.838739,3.729689,4.750088,3.525702,3.789071,4.255497,3.422118,3.3599690000000004,3.654237,3.634754,3.3688540000000002,3.803556,4.233868,4.722331,4.663697,4.94256,4.955896,4.791793,4.6653839999999995,5.870737,4.831291,5.12321,4.830056,5.647912,5.291415,5.638371,5.508008,6.058616000000001,5.777058,6.114535,6.749916000000001,6.605157000000001,6.258245,5.667269999999999,5.2119230000000005,4.783931,4.950368,4.531218,4.904419,5.024132,4.620348,5.13974,5.388285,4.906611,6.172998000000001,6.350764,5.380175,5.643197,4.905828,5.804648,6.27395,5.737759,5.548577,4.79524,5.111301999999999,4.909843,5.33254,6.062755999999999,5.13746,5.331933,5.54314,5.748287,6.561806,5.029764,5.316012000000001,6.584649000000001,6.500417,5.660086,5.632411,6.938045,6.083787,6.1784550000000005,6.541062,5.832111,6.567386999999999,6.203774,6.276239,6.466347,6.237996,6.828378,6.406869,6.40615,6.581173,6.416951999999999,6.800897999999999,6.124147,6.061808999999999,6.167961,6.061262999999999,5.680166000000001,6.133023000000001,6.307777,6.152606,6.485294000000001,6.528058000000001,5.741459,2.336442,2.333898,2.271401,2.139938,2.2299130000000003,2.561412,2.266975,2.1222990000000004,2.099623,2.7128,2.36804,2.123853,3.642072,5.078002,4.671996,4.264461957488032,4.483270939185376,4.543625094373224,4.786042324347283,4.206846778839282,4.53523893177425,5.384381053705991,5.283885816790544,4.9743389769636295,4.938530351362459,5.480774265139342,4.961993051865633,5.58359699966418,5.2167868731949545,4.979877169515379,5.172526881271405,5.37120825043857,5.200714632666631,5.440725083382364,5.232797859404432,5.77467069970513,5.394461032362276,5.5341090702952,5.9105255497995595,5.7271967640524215,5.716824297259842,5.054025122541735,4.766205170040991,4.576273016974104,4.577103247427361,4.14792217029028,4.531886104491376,4.650061066865196,4.341551733781327,4.738617150740807,4.85540065177657,4.192566169476842,3.4012694064145506,3.3485126740333597,3.1211646554531467,3.1918375933719005,2.936979700200309,3.5624710238550352,3.5705543144116443,2.9122889777390255,2.8677269899590794,2.753740010478912,3.0540912325267775,2.467928634854047,3.1739609981165144,4.023531932877652,3.277030840847569
00000018J4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5005217000000001,0.7451438,4.0312381,4.4454694,3.0727017000000005,2.722465,3.0772027000000004,2.0312778000000002,2.1549063999999998,2.1064993,2.1241172,2.8931507,2.130463,1.9244318999999999,2.7207223999999997,2.6245786,1.867231,2.1149491,1.7298499,2.3922447,2.0634739,2.7721928,2.1823567,2.4363267000000004,2.8971584,2.0969203000000003,2.5509627,2.7372096000000004,2.9936428,2.4726956,3.0758994,2.8919479999999997,2.999705606178328,3.072556692421035,3.1454077786637415,3.2182588649064483,3.291109951149155,3.363961037391862,3.4368121236345686,3.5096632098772753,3.582514296119982,3.655365382362689,3.7282164686053956,3.8010675548481023,3.8739186410908086,3.946769727333516,4.019620813576222,4.092471899818929,4.165322986061636,4.238174072304343,4.311025158547049,4.383876244789756,4.456727331032463,4.52957841727517,4.602429503517876,4.6752805897605825,4.74813167600329,4.820982762245997,4.893833848488703,4.9666849347314095,5.039536020974117,5.112387107216824,5.18523819345953,5.2580892797022365,5.330940365944944,5.403791452187651,5.476642538430357,5.5494936246730635,5.622344710915771,5.695195797158478,5.768046883401184,5.8408979696438905,5.913749055886598,5.986600142129305,6.059451228372011,6.1323023146147175,6.205153400857425,6.278004487100132,6.350855573342838,6.4237066595855445,6.496557745828252,6.569408832070958,6.642259918313664,6.7151110045563716
00000019V1,2.06121,1.8011979999999999,2.219838,2.040074,2.07516,2.3588560000000003,2.2888669999999998,2.3005,2.401518,2.2885299999999997,2.066261,2.446444,2.485271,2.118405,2.517729,2.612807,2.16224,2.599069,2.564686,2.509823,3.074511,4.773707,4.245637,3.9161349999999997,4.006916,4.408868,3.7233680000000002,5.357842,5.747024,6.472366,6.178006,6.511876999999999,4.980352,8.792542,7.9889149999999995,8.279601,9.397021,9.51764,10.440416,10.005874,9.861403,8.377763,7.222355,7.052922,6.783761999999999,5.030558,3.8878459999999997,4.331339,4.635953,4.519869,5.307082,3.7416709999999997,3.0589869999999997,2.0564009999999997,2.266835,2.5583009999999997,2.798612,2.325536,4.3016239999999994,2.355872,2.255951,1.942612,2.866388,2.50152,2.5253970000000003,2.923022,2.474756,2.76937,2.761404,3.004707,2.389046,2.739894,3.68899,5.029814,4.764001,5.288784,4.756126,5.505205999999999,5.239986,5.698509,6.007574,6.717080999999999,6.766072,7.520886,8.701576,9.555012,10.46152,10.179151,10.046502,10.336267,6.600449,9.607565,10.34164,8.940632,6.771367,7.013135000000001,5.63998,5.603477,5.605218,5.752733999999999,4.903276,6.134205000000001,4.329875,4.214479,3.9826080000000004,2.930403,3.3544059999999996,4.509343,3.5736230000000004,2.4693240000000003,3.3054980000000005,4.297551,2.7860560000000003,2.9204060000000003,5.8429910000000005,3.8296449999999997,2.299442,6.9683399999999995,4.509079,3.046899589242391,2.8045264147670315,3.132917047974979,2.797177503629631,2.9351151411832985,3.682352980211444,5.1929290293523405,4.786627056566457,4.874873045697505,4.644419854489941,5.210233461502622,4.724927389026216,5.76118976158575,6.099747177704477,6.8062415371191705,6.6722337078982195,7.204835116480573,7.0172380038753035,9.337415474181777,9.375749716058712,9.366319026523367,9.84462259876593,10.03523241584532,8.6136235866733,9.884313685907,10.163008053230891,8.704066796934963,7.024608514740896,7.043160916148018,6.20391472449642,5.290531280686402,4.701125349704011,4.977396491380528,4.685545723804312,5.223521862771034,4.695763227889456,3.8367810119451873,3.515981494820157,2.722540671411122,3.051060929733809,3.451538060087352,3.210575548370409,2.7594777830589585,3.654774837966692,3.323116351831874,2.80323269500597,2.69075288649303,3.884916416385455,3.206318905927579,2.705818199526512,4.262244421680604,3.4146146206988033
00000020J5,0.8423338,0.9169238000000001,0.6185363,0.8061904999999999,0.5557287,0.8674187,1.0026344,0.6870821,0.39394159999999995,0.7867601,0.7070956,0.8123802,0.87954,0.9256078999999999,1.0514511999999998,1.1021572,0.9326760000000001,0.5974348,0.8618485999999999,1.0671476999999998,1.5063028,1.9509973000000003,1.77762,1.2265034,1.3384886,0.9016173000000001,0.9997630999999999,2.9008759,1.767756,1.3644771,1.6128645000000001,2.1833158999999998,2.3203871,2.6538147999999997,3.8820123,4.5627845,4.2627973,5.0766805,5.3559654000000005,5.3282509000000005,4.7518667,2.7034168999999997,2.2086566000000003,2.1801449,1.8585377,1.5794876,1.5512646,1.7471451,1.2998399999999999,1.7364171000000002,1.9878544999999999,1.2155685,1.3792117,0.8509011999999999,1.0442734,0.7836672,0.6575084,1.0293676,1.5747604,1.2157379,1.1686938999999998,1.9728503000000002,2.1470564,1.8757279999999998,2.0491626,2.4979945,2.3256031000000004,2.2508337000000003,1.5700832,2.1156912999999995,2.2469906,2.9777129,3.6999440000000003,4.5496963,3.9183491000000004,4.863845400000001,5.1254817,7.130724799999999,5.800754599999999,5.3029093000000005,5.9264715,4.6832456,7.5476175,6.8758303,7.803901299999999,9.840127800000001,10.1819216,11.248945599999999,11.4451913,11.835997599999999,12.2876219,12.990893699999999,11.8104791,8.7692136,6.287206200000001,7.2211583,5.6140222,5.124351,5.673878500000001,4.9484155,5.1788403,5.702439099999999,5.552906,3.6534888,3.1020177,3.2443556,2.7225582000000004,2.8520792,2.8417708,4.1159848,5.5689605,4.5221528,1.9610057,0.0,0.0,0.0,0.0,0.0,0.0,4.8472739171195265,4.437845378419835,4.559092673535955,4.773208077105693,5.257536451484175,5.854502836943087,6.517876697795622,6.131482680649831,6.344414014005325,6.546705587293965,7.346085926964342,6.745062354340158,7.461264051464652,7.22072119706508,6.411364988401923,7.981295501140075,7.9438284379106285,8.489246577888592,9.686564398954745,10.483692587678036,11.369363000471234,11.328902597465495,11.942294801349545,12.318434345598577,12.666537596506755,11.798107082230416,9.262870888020979,7.783774834279573,8.245470329083247,7.289792347271915,6.913887461212706,7.182817165439639,6.926204801030039,6.825950305057756,7.314364306302119,7.368625640406036,6.03566363608631,6.402796961567852,6.308252362473677,6.1082710452861475,6.135782169290074,6.015174200895491,6.675885898382033,7.3950277173897,6.874839901748775,6.716297862897395,7.3264188676189885,7.380000854930209,7.3057547680844985,7.437058755515094,7.697309393057151,7.688170120536304
00000020V1,1.636158,2.269107,2.106014,1.733701,1.785579,1.735438,1.412035,1.6394400000000002,2.2402450000000003,1.5392569999999999,1.841207,1.6503740000000002,1.925586,1.8410520000000001,1.673705,1.673986,2.027873,1.7999889999999998,1.737796,1.7759669999999999,1.991025,2.1992130000000003,1.879762,1.9864849999999998,2.176916,2.107822,1.997063,2.0429459999999997,2.169901,1.8523020000000001,2.11013,2.356529,2.312182,1.8814490000000001,1.9394669999999998,2.086706,2.358552,3.376922,3.303922,2.898955,2.787172,3.099078,3.409536,3.029991,2.9680419999999996,2.97519,3.089255,2.813805,3.666714,2.877337,2.942679,2.919595,2.924026,3.510387,3.134788,3.4225559999999997,3.45505,3.271703,3.1697319999999998,2.928489,3.141825,3.217572,3.586555,2.9892790000000002,3.0259549999999997,2.986391,3.531257,2.581299,2.377749,3.18207,3.1050020000000003,2.887445,3.3821839999999996,3.2771169999999996,3.118896,2.2145580000000002,2.6595869999999997,3.318206,3.325343,2.849973,3.163598,3.046162,3.278232,3.26125,4.289676,3.5983739999999997,3.866831,3.613054,3.9588919999999996,3.5292339999999998,3.190817,3.414742,3.741174,3.2378080000000002,3.000187,3.286439,3.298004,3.308615,3.5259690000000004,3.197625,3.653228,3.141188,3.042412,3.419203,3.4284510000000004,2.7197430000000002,3.6257639999999998,3.3530260000000003,3.244417,3.409964,3.5761339999999997,2.981313,3.225072,3.0100729999999998,2.799775,3.3530839999999995,3.209996,2.425231,2.821863,3.0221109870308984,3.0849160983265245,3.361015091710874,3.279455035435992,3.1779968502447224,3.521268793521573,3.5613268256687265,3.311100669305351,2.9010081079036523,3.2075523055857214,3.4912237086757845,3.428412235090923,3.2027555184475305,3.4122165138488993,3.183951167999048,3.4182304125109706,3.5223440098160013,4.00386013941668,3.432387456732227,3.58523450714858,3.5216360583254116,3.82020544943181,4.1043409561697235,3.8884587745550325,3.7878050267380314,3.885031080909417,3.779229487015802,3.805594820252138,3.7489038576113773,3.713664722629075,3.7124812521302744,3.8680967921892617,3.5560576465371465,4.200104398632844,3.5390996177936387,3.511980732724858,3.6783135535622997,3.655306003573025,3.811362756860769,3.9211609014229603,3.789544887832231,3.7690792498748333,3.7341918406193626,3.6357068993027,3.420903500098572,3.7617974229719118,3.4701689636771844,3.6123715236096254,3.522982337034573,3.5683598930580054,3.2547624722503685,3.504174177140969
00000021D1,1.7280950000000002,1.680712,1.464867,1.7525970000000002,2.095442,3.061635,5.092808,2.415099,2.3315900000000003,3.221548,3.2572490000000003,3.0218700000000003,4.1482470000000005,5.361529,5.315516000000001,3.959051,3.495505,3.6361339999999998,2.2711330000000003,2.507398,3.3064379999999995,4.934664,3.397189,3.199827,3.703697,3.7481910000000003,2.873183,4.3832580000000005,4.297364,4.001125,3.3309050000000004,3.250705,4.058965,4.587987,5.782954,5.451141000000001,5.564188,5.364646,6.2609010000000005,5.919861,5.175993,4.7516110000000005,3.603649,3.6962589999999995,4.522568,3.302367,3.309668,3.970081,5.407365,5.356286,5.226678,4.46525,3.418039,4.032209,3.08612,4.25882,3.8109830000000002,4.327579,5.584998000000001,5.803325,4.477598,4.252321,4.2321599999999995,5.613794,5.614294999999999,5.834642,6.282521,6.075871,5.85099,4.735183,4.060098,4.975343,3.8656949999999997,3.479771,2.584419,3.602639,4.017975,5.2984290000000005,4.3146,2.606479,3.011615,2.8639189999999997,3.117915,3.6565540000000003,3.409128,3.9979690000000003,5.174919999999999,6.488165,6.043977,7.423582000000001,7.33588,6.53158,6.081226999999999,4.522829,2.924962,2.534854,3.0318549999999997,3.0545080000000002,2.863932,3.3019550000000004,4.4176660000000005,4.795417,4.187623,2.545098,2.37241,2.324265,2.088017,2.357502,2.9983150000000003,3.797824,7.109779,6.540805000000001,3.142588,3.090664,4.393446,3.8879940000000004,2.72587,7.733258999999999,8.020423,4.562934827148066,4.1961010508688465,3.6858639756103138,2.6431270349250098,3.1961529104600106,3.0181001824483036,3.616503454453241,2.3773621570254844,2.765100589694018,3.2020639858266273,3.8419603502496096,2.8900352760904453,2.768584849985333,2.905863832758319,2.661643960340991,2.4313718362885117,2.638524546525424,2.8969676799108917,3.4340166491979685,4.598182165563817,5.06719164613892,4.88000094365925,5.448499857759225,5.831334729578215,5.23731954654199,4.618968499775571,3.6064540348367773,2.212546085409165,2.042952858244995,2.6839339329173524,2.064681793551855,1.952795009009133,2.4820360389365983,3.738886954281115,3.882985448419826,3.495561062220171,2.2755046559603493,1.6160086143365944,1.7621817024051047,1.2726134142012,1.8262542101233787,1.9823793965969536,2.7211849544702003,4.8999292656838,3.869552423614421,2.2466386902051094,2.430936295302034,2.850879215657644,3.0454221680255196,3.0150395554117186,5.143825741723615,5.358326157950691
00000021V1,0.7005559,0.545327,0.4242616,0.6419172,0.816811,0.7199033,0.6116195,0.6144678000000001,0.5272452,0.5976494000000001,0.6409175,0.48872390000000004,0.6038311,0.7030654000000001,0.7123874,0.5817076999999999,0.8682065999999999,0.7001881,0.8032855999999999,0.7097626,1.307468,1.3370592,1.43228,1.0938926000000002,1.2922334,1.3223835,1.2727462,1.7968168999999998,1.6486362,1.3880424,1.1208187,1.4879266000000002,1.3732665000000002,1.5616424,2.0383973,2.7779038,2.6346157999999997,2.6859330000000003,3.3730967000000005,3.1969607000000004,3.0140799,2.020029,1.6172950000000001,1.5947334999999998,1.5325010000000001,1.0922261999999998,1.1494777,1.3430771000000001,1.4506748999999999,1.019929,0.9920735999999999,0.9775845,0.9790901,0.9340151,0.7431119,0.6432204,0.8268835999999999,0.8658587999999999,1.2591798,0.8906927,0.9562043,1.0340497,0.8203459000000001,0.9567948000000001,1.1886493999999999,1.0411003,0.8859752000000001,1.2825467,1.4350243999999999,1.0305365,0.9794574,1.3661372999999999,1.6414591,1.4876221,2.0599978,1.4379336,2.5299982000000005,2.5720989,2.0741175,2.0930875,2.1640349,2.2166994,2.9250515999999998,2.9553822999999997,3.7114379,4.5589684,4.3506457,4.2696994,5.1625725,4.8371779,5.0964351,4.6281738,4.5729093,4.2871872,3.5719043,3.3388326,3.0104072,2.2430934,1.9775087,1.7879261000000002,1.5527778,1.6004211000000002,1.7749456000000001,2.0744186,1.2511173999999998,1.3161207000000001,1.0307872999999999,1.4944322,1.7493307,2.1187322999999996,2.1828784,2.0107028000000002,2.7586272999999997,2.3066286,1.7780147000000002,1.9305215,1.6606058000000001,1.5160203,1.7319871,1.4432226200511113,1.662979726434154,1.3771875352344094,1.4037637780276522,1.55095999220124,1.9880952738200548,1.9265669335319522,2.2609091685189897,1.781160776040474,2.4267627078874936,2.4632007932889026,2.1896117473891885,2.461256231546959,2.4226649861607092,2.3186255103664153,2.5390140513024027,2.7374567255681725,3.0577773779536384,3.5752538857255582,3.708894634074583,4.037501696712422,4.411524747581085,4.2736216261977145,4.745874770563477,4.4226285853019265,4.302421347612512,3.661317140896349,3.101013050252606,2.9718300590052165,2.7750738883443207,2.1698051629081183,2.0641353904881026,2.064636231855168,1.99938129172987,1.8064212995476447,1.8784754410299784,2.019888820479626,1.7674687554020996,1.721453532879562,1.520963769124007,1.7134969990747508,1.9168496108791233,2.019693717655668,2.13527462026748,1.9553613571063413,2.1969642033581334,2.095414021301625,1.8622550953645773,1.907848754833141,1.933676201584465,1.8696520432631867,1.8928056856594853
