ENODEB;SAIS_TYP;INTENSITE;2016S46;2016S47;2016S48;2016S49;2016S50;2016S51;2016S52;2017S01;2017S02;2017S03;2017S04;2017S05;2017S06;2017S07;2017S08;2017S09;2017S10;2017S11;2017S12;2017S13;2017S14;2017S15;2017S16;2017S17;2017S18;2017S19;2017S20;2017S21;2017S22;2017S23;2017S24;2017S25;2017S26;2017S27;2017S28;2017S29;2017S30;2017S31;2017S32;2017S33;2017S34;2017S35;2017S36;2017S37;2017S38;2017S39;2017S40;2017S41;2017S42;2017S43;2017S44;2017S45;2017S46;2017S47;2017S48;2017S49;2017S50;2017S51;2017S52;2018S01;2018S02;2018S03;2018S04;2018S05;2018S06;2018S07;2018S08;2018S09;2018S10;2018S11;2018S12;2018S13;2018S14;2018S15;2018S16;2018S17;2018S18;2018S19;2018S20;2018S21;2018S22;2018S23;2018S24;2018S25;2018S26;2018S27;2018S28;2018S29;2018S30;2018S31;2018S32;2018S33;2018S34;2018S35;2018S36;2018S37;2018S38;2018S39;2018S40;2018S41;2018S42;2018S43;2018S44;2018S45;2018S46;2018S47;2018S48;2018S49;2018S50;2018S51;2018S52;2019S01;2019S02;2019S03;2019S04;2019S05;2019S06;2019S07;2019S08
00000032V1;;;1.2801853;0.9897158;2.557206;0.8671363;0.9752627;1.1393615;1.0491453;1.0047039;1.0045696;1.1595942;1.1601335;1.4575976;1.0939808;1.180535;1.0417466;1.5237695;1.2707606;1.026135;1.4023291;1.2248494;1.8796699;1.9711351;2.555122;2.6910737;2.3552396;2.4415544;2.4726521;2.925218;2.8127437;2.399652;2.7381007;3.0760354;3.5268997;4.0958421;4.7099819;5.2386772;6.8157476;8.7690793;8.4754132;7.9543535;7.117235;5.1647258;4.9171279;4.224973;3.952973;3.0853009;2.760759;2.3402211;2.3811558;2.8940996;3.033132;2.1031695;2.0431261;2.2642434;1.8853652;2.3506883;2.3903025;2.4567772;2.2026353;3.0864905;1.989538;2.117808;2.08022;2.5414226;2.1985208;2.6931922;2.5972637;2.7753696;2.1827023;3.4440504;2.7609265;2.7468302;3.2543155;3.5726474;3.848073;4.5523908;5.5418346;4.7221808;3.8804526;4.75471;4.1301823;5.2325164;4.8188356;5.6928009;6.8917178;6.9204023;7.805277;7.7471988;10.2960326;9.6431812;11.32675;12.0948175;10.9957958;9.1470459;6.3954005;5.9408869;4.6054489;4.1767233;3.8617097;4.5292399;4.0715397;4.6860827;5.8728067;2.1532025;3.178753;3.4358427;3.2986979;2.586694;2.7731741;2.4500292;3.4519188;3.0813329;2.9004829;1.8702263;2.7640489;2.1944388;3.2202406;3.1120468;3.0176265
00000033H1;;;2.1271214;4.8206981;4.2339567;5.1826207;9.0517972;7.2990392;9.8306212;6.8179941;8.1798383;7.1468954;8.4768515;8.1634167;10.4946866;11.2428848;12.0479949;10.3284678;8.9279167;8.9465255;8.3833102;7.196872;11.034054;10.4724616;9.078658;4.9043418;2.6727796;1.2306036;0.7014284;1.176831;1.1294543;1.2369756;1.1489597;2.208313;1.4412646;2.8418355;3.8450569;2.8492141;4.1138575;5.6570778;7.2760228;5.4905822;3.4370092;2.1882255;1.6204476;1.7224079;1.7378369;2.3076533;1.8883478;1.8478674;2.3450614;2.2637684;2.9414018;3.4859749;4.3858565;6.7556611;8.2128978;10.7933669;11.2190717;12.0592845;12.6438086;12.1591661;11.7669642;12.4480106;11.7623398;12.6243185;12.813482;12.5641008;12.8864942;13.2380116;13.2471436;13.5839764;12.8263544;13.311132;12.8563965;13.1578392;12.5757013;11.0843102;6.0039154;2.0952197;3.5994474;1.8020192;1.421271;1.9995689;4.1847504;3.8213905;2.6404731;1.225885;1.142857;2.103586;1.4469667;2.0865787;2.2675245;1.9403059;1.2334528;0.8947137;0.7088562;0.6790127;1.406431;0.9062259;1.4201443;0.8929327;1.0820716;1.362755;1.5276192;1.994582;1.995644;3.9117851;4.7385281;6.3696557;7.1874985;8.49719;9.2537131;9.2008847;7.9421547;7.3793369;7.9677174;8.1531758;8.4202836;11.3453928;10.8933353
00000033J5;;;1.0583637;1.1556147;1.4168231;1.4281052;0.9653299;1.0106269;1.2748704;0.8312323;1.2991113;1.219671;1.1166153;1.4191483;1.3183498;1.40557;1.6800461;1.3110914;1.411982;1.6403377;1.3500341;1.5888418;4.5986584;4.5755245;5.7496102;5.4084342;4.1826106;3.9564418;4.2934897;7.5251712;6.4343968;5.1092244;5.1645877;6.5543349;7.3729707;7.7900879;9.0636261;9.2322304;9.7911037;9.6675058;10.77585;10.6760584;10.3347012;8.456674;7.5482938;6.7910489;6.3681683;4.9462958;4.6721621;2.5475594;3.9034249;5.4654921;3.2474477;1.9733357;2.0052425;2.3355511;2.5002322;2.359752;2.1516674;2.8941066;3.6392827;3.2371811;2.448426;2.1503676;3.029065;2.5254301;2.9180454;6.4288065;2.7699374;3.0564799;2.5880702;2.5056952;3.9610644;5.0042269;6.3447412;6.0012452;7.6819425;9.2541505;11.2258205;10.2734944;8.8594831;11.1841492;9.7396903;10.992711;10.0564746;13.4200846;14.975859;14.5299299;16.7117237;15.2272664;16.8777144;15.9019305;17.3834155;16.3160248;15.726434;20.4633006;12.5050296;10.9131544;9.2302452;8.9135933;9.2161655;6.8621008;7.2618462;8.9017856;6.2401778;4.5568174;7.8794585;6.8472651;4.7625813;5.8735029;7.2123378;6.5852665;5.2974022;6.0098516;5.1684297;4.3897788;4.6700623;4.6964221;5.3151005;5.6670634;7.3202924
00000033V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2686177;6.2419226;6.1704182;5.8905539;5.8348252;6.5603359;6.4203735;5.8168643;5.7283533;6.0263009;5.3515146;5.6939878;4.2009129;6.0663132;5.65555;5.6669322;5.1214039;3.7176704;5.6819533;3.4592609;4.6075249;2.9961989;5.0589517;5.3162312;4.5604618;5.0466744;5.3412879;4.3730708;3.8811187;3.680254;2.7815798;3.6138086;4.9584579
00000034H1;;;1.883768;2.852023;3.774551;4.204474;5.357343;7.014522;7.536549;5.599187;5.706156;6.318127;6.866458;7.672237;7.083319;7.676521;7.426283;7.609669;7.09152;6.822233;6.628671;5.586437;7.186494;8.004457;6.23018;3.187572;1.494237;1.315331;1.044346;1.586537;1.186628;1.38456;1.139232;1.450658;1.394461;2.802201;3.435033;4.440221;5.582886;5.248223;6.047926;5.666844;5.580807;2.480628;2.167313;1.984354;2.190194;2.002038;1.575547;2.320615;2.028772;2.173273;2.682163;2.574154;2.833671;3.086861;5.217212;6.987958;6.884882;7.80512;8.124216;8.14841;7.312768;8.042658;7.736514;7.568489;9.242613;7.933884;8.116436;8.305656;7.659106;8.097485;8.209814;7.787995;8.098034;8.211007;8.975917;6.070415;2.561229;1.56236;1.524325;1.680581;2.009791;2.207342;1.879292;2.008093;3.350781;4.475828;6.104604;5.166981;3.64954;3.98598;3.880957;;;;0.805186;1.176766;1.725166;1.35969;1.468175;1.661302;1.648554;2.369184;2.731187;1.8711;3.275829;2.753771;2.177932;3.548478;4.255048;6.088929;7.399224;7.323457;5.359347;5.155308;5.479579;6.967826;8.476306;8.414929;7.930139
00000034H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.232944;3.749317;3.472402;2.809568;2.86413;3.292455;2.653275;3.105272;2.922548;2.958129;3.09579;3.085227;2.31046;3.407957;3.503085;3.124706;3.500385;3.666466;3.35931;3.006091;4.069431;3.212188;2.939291;2.867715;2.928203;2.849893;4.141149;3.865753;2.691207;3.044405;4.731369;5.642415;3.08559;2.593014;3.769104;3.390181;3.926593;3.877807;3.856962;3.420315;3.016598;3.68076;3.629546;3.862186;3.649494;4.07189;4.082455;5.25913;4.398515;4.169191;4.991091;4.017647;4.890471;4.039877;4.010444;3.798266;3.903581;3.64261;4.538258;3.990288;4.258004;3.991533;4.71161;4.837196;4.08461;5.028874;5.499229;3.954509;4.75867;4.511757;4.608709;5.04679;4.238269;4.101333;4.254004;4.655573;4.106011;4.477065;4.673377;3.961767;4.833545;4.991264;4.529166;4.023434
00000034V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.900343;4.010354;3.78144;3.990786;5.098442;3.207742;4.423737;3.170668;7.951704;7.446847;8.412538;10.197208;8.896137;7.93686;9.717931;9.758237;9.23408;9.026188;8.462473;9.463748;9.4397;16.236858;9.23218;8.797725;8.51156;9.53325;10.840499;8.941569;8.720439;11.679831;9.472035;8.789273;9.241046;9.194718;11.451699;11.693766;12.210741;11.796741;12.315715;9.952272;10.564676;10.629283;9.979211;9.609337;10.555058;10.651588;10.808151
00000036H1;;;;;;;;;;;;;;;;;3.9759104;2.87532954;2.88052838;2.96135168;2.55779328;2.14874522;2.31723827;2.80359014;3.57189222;3.56324147;0.55846707;0.13835674;0.49863373;1.22925978;0.09963008;0.14321254;0.16650342;0.23566131;0.37215539;0.16048026;0.28764262;0.72447693;0.76472218;0.66242765;0.65002189;0.66597171;0.61532877;0.58541773;0.33655501;0.3915561;0.53138534;0.13081907;0.30864282;0.91681178;0.24126771;0.25555354;1.09348557;0.48879514;1.55329536;4.49103462;5.78581914;5.88602573;6.44788122;10.89615974;10.20919296;9.48733747;11.40658995;10.56154317;9.82342349;9.95383398;9.50959923;14.88616858;14.14019174;13.23338445;10.81227878;12.78617805;12.32444314;11.03212544;11.67327334;11.56108902;11.02858035;9.27700787;9.36313344;2.73497293;0.59731661;0.1774807;1.69064346;1.05553613;1.1756247;2.14101299;1.70714522;1.50074778;3.07732378;4.13220659;3.00878234;3.6197673;5.71707904;5.93882522;5.22418074;2.47599718;1.43296717;1.22922906;1.8006528;1.5757824;2.71037133;1.83817421;1.28553472;3.71270816;5.18270557;5.000337;7.0103454;14.89863821;14.64502357;15.50046398;16.68139134;14.64913023;12.85998337;13.79419345;13.50157215;11.31151872;15.00508476;13.87897581;11.8146447;11.35197742;12.42183369
00000036J5;;;1.730055;2.294893;2.112527;2.283085;2.4479;2.254226;1.892164;2.307268;2.089596;2.077214;2.264438;2.635965;2.443707;1.839752;1.626086;2.686811;2.144951;2.32253;2.610817;2.621744;2.528661;3.769493;3.29087;3.729951;3.21237;3.811032;3.866231;3.510588;3.235049;2.80577;3.559127;3.395758;3.483173;3.298843;3.968344;4.276234;4.858303;4.427757;5.059432;4.880039;4.753497;3.755874;4.465398;3.752874;3.508137;3.024816;3.978062;3.722557;3.718629;3.883365;3.673844;3.705686;4.230794;4.155521;3.728833;4.589296;3.941324;3.520195;5.010786;3.980911;4.407902;5.400165;4.066626;4.499858;3.949198;4.54623;3.746924;3.568139;3.505406;4.411007;3.995936;5.956642;4.605949;4.978712;4.885522;4.380355;5.800293;5.150953;5.470103;4.41338;5.615663;6.842161;5.420201;5.088975;5.592695;5.470939;5.622171;5.592803;5.300621;5.939943;5.849143;6.546487;5.673852;5.203067;5.705814;5.912895;5.675011;6.481202;4.70536;5.113023;5.152903;8.294091;7.339767;4.292006;5.999828;3.779452;5.56513;8.599785;5.066347;4.397808;4.878815;4.099269;4.292831;5.352572;4.369549;3.57945;4.865651;5.175342;6.475377
00000037H1;;;0.9588408;1.0622624;1.518206;1.4860431;2.1872411;2.3934925;4.4672986;2.1925168;2.0291369;2.5147126;3.4152765;3.3812272;3.5966508;4.8741748;4.6916267;4.0225778;3.3905732;4.7154835;3.2708287;2.6361433;3.4813402;2.7451819;1.863095;1.2060665;1.1586287;1.0940611;1.1366284;1.7200179;1.8544005;1.8346749;1.9199587;1.9444494;2.4813274;1.822434;3.3443761;3.2105472;3.1516652;4.2458197;4.956089;4.8986604;3.9594793;2.5463634;2.9114918;1.6095369;1.6047015;1.9786615;1.8961234;1.5187244;1.6103226;2.0765341;2.9568102;1.8055311;2.0582007;2.5153396;1.5218968;2.7326857;5.8915686;5.0926316;8.2323951;7.118549;6.0072339;4.9883703;7.8903917;8.4294499;7.7960776;9.3333842;9.902579;8.7066716;9.7372662;8.9121164;6.3047025;7.1216183;5.6329742;4.2799203;1.9764497;1.8443441;2.2512449;1.7574216;2.6398816;2.8418352;2.9074033;2.9193025;2.3553731;2.9114047;3.4061677;4.2096111;5.0661277;3.9489495;5.0456515;5.2999226;5.8279786;5.3338474;5.182066;3.9311828;2.7718816;2.1632669;1.3453227;2.8524599;2.3309278;1.8323866;1.5436899;2.272641;2.4039666;2.616262;1.7387629;1.6919941;1.9049902;2.8913797;5.461574;7.5786329;10.2454214;9.6213989;5.9498895;7.1244052;6.9775019;7.8428317;8.5039152;8.9360036;9.8600694
00000037J5;;;;;;;;;;;;;;;;;;;;;;;;;;2.623693;2.675876;3.319854;2.935771;3.873345;3.523967;3.446612;3.028606;3.722532;3.846232;3.786539;3.823891;3.739104;3.800202;4.231565;4.121782;3.97877;3.750743;3.858967;3.414646;3.419217;3.193332;3.855795;2.857072;2.776466;3.190445;2.846981;4.49611;4.33772;3.787737;4.6315;4.173264;3.507127;4.241111;4.006185;3.292756;3.645202;3.405166;4.47961;4.557241;4.328141;4.399677;4.838389;4.809572;4.647343;4.71979;5.604325;4.990164;4.364518;5.098747;5.069834;5.234548;4.851144;5.582267;5.20081;5.226835;5.434574;5.218454;5.303705;5.656187;6.254202;6.200005;5.67102;7.236879;7.392862;8.047782;7.222398;6.826794;6.346489;5.915717;5.984551;5.584306;5.161;5.008031;5.27763;5.701343;4.708315;7.968497;6.069288;5.252799;5.017903;6.684996;6.324596;6.69277;6.851415;5.476756;4.323103;4.424047;4.741994;4.485409;5.103443;5.869938;4.728894;4.865177;6.094833;4.904884
00000037V1;;;4.14111;4.733981;3.919701;4.125448;5.126089;4.580908;4.443546;4.145148;4.576833;4.303234;4.498621;4.577218;4.841796;4.953161;5.363455;4.875686;5.442861;5.711067;5.109498;4.792463;5.296559;5.357036;5.328063;5.456306;5.798218;6.392353;6.786789;5.894216;5.930667;6.248133;6.053;6.165727;6.771536;6.38862;5.509025;5.365931;6.649372;5.834138;6.799196;5.899652;5.783692;6.751685;6.328939;7.234614;6.48094;6.720693;6.071563;6.024081;6.367589;6.141435;5.949945;6.084018;6.40996;6.269557;6.566611;6.067699;5.496829;5.77486;5.577593;6.131611;4.971054;5.534954;6.186407;5.974843;6.059485;6.242627;6.395316;7.093572;7.265204;7.323845;6.39686;6.465631;7.220361;7.303128;5.952959;6.11119;7.21307;6.950756;7.016553;6.878987;6.99602;6.918303;7.575481;6.097717;6.512951;6.272194;6.584362;6.229192;6.964445;6.533471;6.925724;7.270013;6.201891;6.33189;6.3748;7.64811;6.376245;6.73521;6.97256;7.608745;6.540525;6.753646;7.078926;6.623555;6.423083;5.637248;5.77611;7.762803;6.250671;7.692535;7.774469;6.842725;6.54706;7.05842;7.267797;8.487346;8.619525;8.857653;8.34834
00000038H1;;;1.1967498;2.2287884;2.3152302;3.7858611;4.7020564;5.268267;6.4662528;4.5075937;3.9182498;4.1749864;4.9221419;5.2048686;5.9753151;6.9347755;6.7502382;5.6844051;5.6253068;4.8520911;4.0601289;4.5951051;4.1325549;4.3270274;2.4613265;1.455998;1.3854449;1.1416323;1.9321972;1.0393825;1.3091507;1.4607102;1.5419416;1.3083489;1.642046;1.6225703;2.3252543;3.0653768;2.7592839;3.5732468;4.2314349;3.9641938;2.9198664;2.4616004;1.700081;1.7183415;1.2840724;1.7745225;2.0139114;1.9093871;2.1095994;2.1228549;2.6412438;2.4078921;2.3178158;3.0102098;5.3504398;5.4778039;7.2850439;8.5115901;10.2462671;9.2423248;7.915586;9.1666719;8.8595741;8.8097676;9.4721773;11.2640881;10.3604927;10.5207395;9.5112267;9.7564307;9.9483855;9.0839965;9.5873198;6.0704654;4.522921;1.583361;1.8788412;1.3674342;1.0704649;1.1552442;1.7839213;2.0174148;2.1444982;1.8517437;2.7342068;3.4569102;3.8639321;3.8838704;3.6275494;4.3332326;4.5827715;4.722554;4.2027073;2.4909626;1.9686407;1.7201533;0.8857857;1.2776906;1.0477439;1.2396272;1.8597718;1.599045;2.3040152;1.2466019;1.439681;1.6541197;2.9882839;4.3823679;5.1638049;6.5576022;8.3761501;8.4683665;6.6416372;6.4743469;6.8970835;7.0398094;6.8055594;9.3331925;10.413954
00000038H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.504923;4.106259;1.396205;;0.657096;2.500186;2.796399;2.939192;3.872732;3.106791;2.790431;2.902462;3.56845;3.055362;2.728702;2.546877;4.219351;3.051983;6.588063;2.233241;3.217844;4.409528;3.356499;2.541427;3.520657;2.7278;3.304727;3.673738;3.698808;3.584427
00000040H1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.08617;2.216402;2.834908;2.658545;3.576154;2.555877;3.2204;3.752071;3.464028;3.49736;2.175379;2.188933;2.277848;2.561385;2.595614;3.972408;4.313846;2.021601;1.978332;2.712425;2.016382;2.316481;3.291585;4.056828;2.661981;3.104629;4.551948;3.671737;5.119302;3.516318;4.383993;4.544153;5.696992;5.270067;3.930029;3.173375;3.456816;3.680227;3.431187;4.79508;4.276449;4.912843;4.952727;5.110505;3.814853;3.601291;3.585597;4.530719;3.915655;5.687496;4.160046;4.243914;4.260166;3.677159;4.606273;4.100579;3.958878;5.654193;4.608649;5.255232;4.416706
00000040H7;;;2.124921;1.969427;1.95739;1.659766;3.512839;2.090783;2.135174;1.872605;2.223343;2.223962;2.082794;1.936334;2.697245;3.716808;3.103777;2.090963;2.112329;2.718682;2.112105;2.262579;3.857218;3.36413;3.319854;2.409276;3.826865;4.047766;3.910361;2.371967;4.749106;3.164766;3.091311;2.656883;3.751546;3.740751;3.945904;6.233019;4.377479;4.514569;5.71215;5.081028;4.466456;3.172298;4.855246;4.171592;6.325332;3.455543;4.220464;4.163507;3.990349;5.627817;4.106171;4.616667;3.637736;4.375803;4.556113;5.711318;4.967001;4.501326;6.138632;5.570905;4.515233;5.498143;6.071051;5.381741;4.774986;4.714965;6.260679;5.109133;5.716302;5.349724;6.765935;6.196689;5.77896;5.7522;5.90258;4.762992;4.675898;5.063238;7.497626;4.560954;7.530351;5.250733;5.89312;5.539004;6.182966;5.294069;5.925283;5.119363;5.497251;5.806899;5.803232;6.60397;5.802501;7.295921;5.774529;5.484796;6.221307;5.893747;6.979244;5.388285;5.723366;5.636101;5.6502;5.915465;6.160712;6.802777;4.917245;6.511178;6.891336;6.274413;7.610612;6.951884;5.391717;5.260445;6.983807;6.945922;6.180744;5.870663;6.155107
00000041H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.423857;1.946735;1.918794;1.334828;1.480089;1.650108;1.364136;1.793486;2.090232;2.163903;2.30039;2.732911;1.367089;2.222663;1.437331;2.001151;1.378919;1.569613;1.972022;1.72856;1.332263;1.349662;1.528629;2.112125;1.831811;1.775824;2.080333;2.695863;2.045754;2.774294;1.770264;2.858594;2.539835;2.301827;5.069298;3.110111;3.137749;3.485009;4.279371;4.041833;3.458244;4.373898;7.051295;6.398574;4.099676;3.777864;2.173514;2.354511;1.973654;4.150742;2.384794;3.147326;2.700246;4.791002;3.742349;3.02329;1.892826;2.571973;3.463508;2.61591;1.862893;4.09097;3.201838;2.729367;1.995922;1.428041;2.402183;2.106992;2.504845;2.377377;3.612653
00000041V1;;;1.027658;1.055521;1.334178;1.119237;1.151973;1.263697;1.475133;1.326311;1.12386;1.106044;1.34995;2.013435;2.229666;1.462441;1.432643;2.063691;1.728818;1.43452;1.711988;1.735287;3.878363;6.415127;7.884298;5.061792;4.235669;4.171785;4.20844;5.560758;5.673875;5.655037;5.130935;5.527937;6.200374;6.852296;10.477893;13.208523;13.446395;12.805653;14.955874;15.183701;14.365144;12.033755;9.140659;8.877411;6.42999;5.390878;4.641994;5.144953;5.067461;6.318027;4.864226;2.758089;2.642583;3.033537;2.588226;3.700072;4.571007;3.997481;4.138137;5.803183;4.225342;4.542425;2.960999;3.247112;4.52405;4.567127;6.990014;3.370349;3.071368;3.998556;3.019891;3.326544;4.121225;5.393207;6.554543;8.306626;10.545098;9.340002;5.890156;7.547996;7.763042;7.304583;9.380809;8.327117;12.145754;14.927381;13.067304;15.372705;17.289608;20.087345;20.367668;20.233228;17.755148;13.48428;10.620204;11.042529;7.920189;7.073634;6.344225;5.709209;4.731247;6.711089;5.814505;4.600244;3.708349;4.015897;3.002185;6.670596;3.805387;7.826316;3.069489;3.715451;3.6459;4.267444;6.14146;3.342644;4.077808;3.832376;3.615552
00000042V1;;;0.6705902;0.6895127;0.7208316;0.6548101;0.832831;0.6452833;0.6431602;0.8588379;0.7336864;0.7156424;0.8293148;0.8269697;0.6937939;0.7395987;0.6930305;0.6022334;1.4912611;1.2948756;1.3327338;1.3976815;1.537385;1.8401995;2.2427909;1.8984355;1.9251925;1.7641711;1.7974908;2.3850922;2.209332;2.5969545;2.1630403;2.7104328;3.0215683;2.9610259;3.6439785;3.7182984;3.7403406;3.9155829;5.0673103;4.551177;4.2288558;3.3841234;2.8914404;3.5139313;2.476946;2.3921136;2.2868465;2.2483579;2.3107322;2.785417;1.8569368;2.1315482;2.0702842;2.3091417;1.8486229;1.6266881;1.7980438;1.9195084;1.9965307;2.3689098;2.3664162;2.228044;2.0052157;1.6993013;1.9118964;1.5647752;1.4544311;1.2006579;1.4638333;2.6413731;2.0135504;2.714312;1.8657468;2.1813842;2.1231275;1.3917014;1.6616116;2.2050549;2.2916642;2.1019299;1.7288976;2.3469723;2.3359192;2.637957;3.1268659;3.3512599;4.0850523;5.9097388;6.4972853;7.3873424;7.3051194;7.0256437;6.1773484;5.0720864;4.5829852;5.0197598;4.3871843;4.0626129;4.3031483;4.3042285;3.4508019;4.7640315;3.7649496;3.6580058;4.0230953;3.7670926;3.739796;3.9100803;4.1671475;3.4607052;3.6476103;3.2927323;4.7118768;3.863247;4.5085934;4.0806209;4.1737178;4.5509787;1.894969
00000043H1;;;;;;;;;;;;;;;;;2.156026;2.538795;;2.293489;3.043812;2.152539;;;;1.722579;2.731986;2.594476;3.101333;2.834003;2.118259;2.693681;2.796055;2.507841;2.190589;2.413611;3.116098;4.375079;3.363881;3.997457;3.489906;3.703431;3.022418;2.423051;3.985219;3.974775;4.187733;3.659525;3.299151;3.614167;3.454274;2.685344;3.897056;3.596323;3.272772;4.015273;4.912696;4.020165;4.235914;4.587321;5.037708;4.768706;5.027648;4.926975;4.641518;4.771037;4.866599;5.089436;4.700434;5.149918;5.275182;5.450842;4.81953;5.174958;5.470996;4.019531;3.714123;3.970563;4.141273;3.303246;3.907645;3.998854;3.810032;3.980848;3.840988;5.126962;4.257672;4.255166;4.701211;5.041971;4.586758;3.502019;2.56633;2.787216;2.569618;2.055405;2.140255;2.318154;2.068652;2.256487;1.994195;2.676162;2.600074;2.166879;2.556993;2.645288;2.546839;2.645333;2.859592;2.72499;2.800227;2.379678;1.68185;;3.880791;3.048603;3.938632;4.14585;3.548577;4.804214;5.072641
00000044H7;;;2.0442934;1.777207;1.4514842;1.8427643;2.3064097;2.047318;2.1829112;1.5587633;1.6695898;1.6611745;1.9581655;1.4980009;1.6472643;1.5424476;1.5565386;1.5718269;2.041538;1.6097559;1.5600837;1.4908106;2.0441272;2.6681083;2.3636068;2.0843415;2.2369075;2.3097329;2.1382405;2.4225352;2.224491;2.1658483;2.2136115;2.5647409;0.7223004;2.2797757;2.8716239;2.7056353;2.5128238;2.5351619;3.0391324;3.3858757;2.938807;2.6540206;2.604108;2.5552666;2.4343183;2.3281416;2.3096727;2.9260708;2.8280102;3.0384573;2.8218161;2.3886464;3.1521111;3.2624292;3.1752118;3.2993359;2.6434755;3.2154921;2.9136778;2.8820265;2.8398264;2.5860147;2.8669862;2.7098737;2.7188019;2.7321108;2.2448924;2.6624553;2.5974871;2.5829192;2.5913905;3.0326784;2.8790674;2.7856271;2.3922406;3.8630536;5.3605745;4.1002232;6.0452792;4.6210222;4.1914506;4.9158577;4.25503;4.4411167;5.6217091;5.2831447;5.2099963;5.007351;4.5679747;4.0781366;4.7828762;4.8391432;4.2934963;4.3918116;3.4761684;3.5166019;4.169118;3.617249;3.9385403;3.6902403;4.5817902;4.2296991;3.8602724;3.5248563;3.8121633;3.5908365;4.0297308;3.6252808;3.6629412;3.3966758;3.9247022;4.0635617;3.5695355;3.8017554;3.8816205;4.1424364;4.3911163;4.085664;3.7122678
00000044J5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.63112499;3.32139264;3.22768538;4.3680681;3.84522086;5.1737431;2.94544077;2.87215667;;;;;;;;;;;;;2.13834957;4.69084621;4.07497165;7.14162125;3.62185062;4.02257306;4.61959014;5.25789338;4.56759757;3.87209472;8.36556032;4.22996787;4.49061632;4.02049843;5.22222131;6.27707802;6.53924147;5.79700224;6.32714138;6.0671529;5.56296038;1.72111223;1.5221255;2.00490805;1.2383155;1.15355388;0.9527658;1.78663568;1.34230321;1.22753754;1.19479874;1.11114755;1.47807447;0.74293422;1.55934479;1.48113695;0.99493738;2.45089122;1.31690974;1.05209822;1.13547795;2.1062672;1.20630984;1.83699023;1.75727913;2.23961851;2.8492093;2.5583307;2.50363977
00000045H1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.165207;4.523222;3.609328;4.436603;3.34234;3.525844;4.29222;4.625593;4.049579;4.262511;4.459266;4.684847;4.01027;4.590487;3.924826;4.267723;4.376792;4.32877;4.717972;4.772357;4.804595;4.630731;4.488645;4.175943;4.309457;4.540474;4.424789;4.241795;4.85608;4.826374;4.005189;4.874515;5.508793;5.557623;5.893865;5.545809;5.6235;5.295344;5.192304;5.097795;4.877864;5.599858;5.370023;5.244435;5.04319;5.711914;4.377997;5.227635;5.140662;5.486415;4.479864;5.285472;7.476225;4.917047;5.495531;5.284791;5.456939;5.297728;3.690073;4.404007;4.608793;5.12732;4.570051;4.987103;5.405192;5.220352;3.588889;4.905026;4.821633;5.072399;3.983707
00000045H7;;;1.292463;1.578445;1.17583;1.504155;2.293909;1.413613;1.628795;1.440497;1.375788;1.469745;1.447973;1.530509;1.585239;1.526303;1.587344;1.706735;2.037652;1.874857;1.951582;2.072951;3.34743;5.922941;6.126826;5.042299;4.089957;3.415384;3.459448;7.167126;6.698593;4.154888;4.875722;5.123152;5.842608;6.528075;8.941229;9.947234;8.975603;9.844573;9.471756;9.154669;8.851751;7.631236;5.498455;4.792786;4.837983;3.796118;2.306752;2.820208;2.609558;3.159167;2.950163;2.844663;3.261736;3.885935;2.743555;2.32797;3.967274;2.779836;3.110177;2.757327;2.650404;2.871244;3.214791;2.795142;3.168037;3.88401;2.992207;3.354306;2.76831;3.517959;3.771793;5.469643;3.683309;5.677254;5.794172;4.819545;5.582368;7.539167;6.824879;5.348235;4.784302;5.456689;6.553842;7.221357;7.428261;8.702212;10.318028;9.459254;9.298367;10.284887;11.310972;11.865051;12.331614;10.428602;8.591677;6.79942;5.576032;4.410779;4.682454;4.625956;4.182938;4.726186;4.815615;3.46485;3.645643;4.855777;3.348617;3.798106;3.437299;4.481771;4.579855;4.103328;3.529895;4.06661;3.740697;3.989315;5.253139;5.192964;3.864959
